County Code,County Name,District Name,District Code,School Code,School Name,City,School Level,Student Fall Enrollment,Total Days Possible,Total Days Attended,Total Student Days Excused Absence,Total Student Days Unexcused Absent,Attendance Rate,Truancy Rate
3,ARAPAHOE,ENGLEWOOD 1,120,9620,WM E BISHOP ELEMENTARY SCHOOL,ENGLEWOOD,Elementary,230,31414,29585.00,994.00,835.00,0.94,0.03
3,ARAPAHOE,SHERIDAN 2,123,138,ALICE TERRY ELEMENTARY SCHOOL,ENGLEWOOD,Elementary,339,58272,54645.70,2447.20,1179.10,0.94,0.02
3,ARAPAHOE,SHERIDAN 2,123,3054,SHERIDAN ELEMENTARY ALICE TERRY/FORT LOGAN SCHOOL,ENGLEWOOD,Elementary,301,51403,48484.40,2141.00,777.60,0.94,0.02
3,ARAPAHOE,SHERIDAN 2,123,7837,SHERIDAN MIDDLE SCHOOL,ENGLEWOOD,Middle/Jr. High,331,56859,51762.60,2532.40,2564.00,0.91,0.05
3,ARAPAHOE,SHERIDAN 2,123,7842,SHERIDAN HIGH SCHOOL,DENVER,Senior,517,87033,77360.30,3386.60,6286.10,0.89,0.07
3,ARAPAHOE,SHERIDAN 2,123,7843,EARLY CHILDHOOD EDUCATION CENTER,ENGLEWOOD,Elementary,165,0,0.00,0.00,0.00,#DIV/0!,#DIV/0!
3,ARAPAHOE,CHERRY CREEK 5,130,16,FOX HOLLOW ELEMENTARY SCHOOL,AURORA,Elementary,877,148132,141014.00,6883.00,235.00,0.95,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,18,LIBERTY MIDDLE SCHOOL,AURORA,Middle/Jr. High,1065,181903,172566.20,7871.50,1464.90,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,141,SKY VISTA MIDDLE SCHOOL,AURORA,Middle/Jr. High,829,239418,231927.20,7094.00,396.50,0.97,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,242,ANTELOPE RIDGE ELEMENTARY SCHOOL,AURORA,Elementary,781,130278,123376.80,5558.00,1343.30,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,243,COYOTE HILLS ELEMENTARY SCHOOL,AURORA,Elementary,773,134923,129295.00,5381.00,247.00,0.96,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,348,ARROWHEAD ELEMENTARY SCHOOL,AURORA,Elementary,632,130140,124949.00,4346.00,845.00,0.96,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,442,ASPEN CROSSING ELEMENTARY SCHOOL,CENTENNIAL,Elementary,561,90715,86173.00,4294.00,248.00,0.95,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,714,BELLEVIEW ELEMENTARY SCHOOL,GREENWOOD VILLAGE,Elementary,573,99305,95695.80,3362.20,247.00,0.96,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,1155,BUFFALO TRAIL ELEMENTARY SCHOOL,AURORA,Elementary,527,81504,77382.00,3726.00,396.00,0.95,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,1273,CANYON CREEK ELEMENTARY SCHOOL,AURORA,Elementary,692,114238,108184.00,5208.00,846.00,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,1510,CHALLENGE SCHOOL,DENVER,Elementary,535,89408,86914.50,2365.90,127.70,0.97,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,1551,CHEROKEE TRAIL HIGH SCHOOL,AURORA,Senior,2393,413535,373354.50,31676.10,8504.70,0.90,0.02
3,ARAPAHOE,CHERRY CREEK 5,130,1566,CAMPUS MIDDLE SCHOOL,GREENWOOD VILLAGE,Middle/Jr. High,1441,249812,237666.80,11091.80,1053.60,0.95,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,1568,WEST MIDDLE SCHOOL,GREENWOOD VILLAGE,Middle/Jr. High,1132,196094,186407.20,8131.00,1555.70,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,1570,CHERRY CREEK HIGH SCHOOL,GREENWOOD VILLAGE,Senior,3443,600948,564376.70,14068.50,22502.90,0.94,0.04
3,ARAPAHOE,CHERRY CREEK 5,130,1571,CHERRY CREEK CHARTER ACADEMY,GREENWOOD VILLAGE,Elementary,488,87618,83777.30,3796.40,43.80,0.96,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,1572,HIGH PLAINS ELEMENTARY SCHOOL,GREENWOOD VILLAGE,Elementary,519,90448,86613.00,3571.00,264.00,0.96,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,1574,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,CHERRY HILLS VILLAGE,Elementary,610,105731,99172.00,5553.00,1006.00,0.94,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,1614,CIMARRON ELEMENTARY SCHOOL,AURORA,Elementary,549,103260,99601.90,3181.00,477.10,0.96,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,1916,COTTONWOOD CREEK ELEMENTARY SCHOOL,ENGLEWOOD,Elementary,657,114358,110308.00,3814.00,236.00,0.96,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,1970,CREEKSIDE ELEMENTARY SCHOOL,CENTENNIAL,Elementary,759,121844,115658.80,5937.30,248.00,0.95,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,2094,DAKOTA VALLEY ELEMENTARY SCHOOL,AURORA,Elementary,869,140061,134593.00,5099.00,369.00,0.96,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,2292,DRY CREEK ELEMENTARY SCHOOL,ENGLEWOOD,Elementary,425,72421,68843.00,3293.00,285.00,0.95,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,2357,EAGLECREST HIGH SCHOOL,CENTENNIAL,Senior,2376,398188,372786.50,20667.40,4734.10,0.94,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,2428,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,AURORA,Elementary,855,126169,118800.00,4855.00,2514.00,0.94,0.02
3,ARAPAHOE,CHERRY CREEK 5,130,2897,FALCON CREEK MIDDLE SCHOOL,AURORA,Middle/Jr. High,1079,188594,179574.10,8241.90,777.90,0.95,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,3030,FOX RIDGE MIDDLE SCHOOL,AURORA,Middle/Jr. High,812,142275,135458.90,6212.60,603.50,0.95,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,3589,GRANDVIEW HIGH SCHOOL,AURORA,Senior,2594,438760,405491.20,21655.90,11613.30,0.92,0.03
3,ARAPAHOE,CHERRY CREEK 5,130,3648,GREENWOOD ELEMENTARY SCHOOL,GREENWOOD VILLAGE,Elementary,397,69275,65956.00,2966.00,353.00,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,3926,HERITAGE ELEMENTARY SCHOOL,CENTENNIAL,Elementary,360,51711,48855.80,2622.00,233.30,0.94,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,3988,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,AURORA,Elementary,599,102384,97305.30,3074.80,2004.00,0.95,0.02
3,ARAPAHOE,CHERRY CREEK 5,130,4062,HOLLY HILLS ELEMENTARY SCHOOL,DENVER,Elementary,614,99705,94535.00,4215.00,955.00,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,4078,HOMESTEAD ELEMENTARY SCHOOL,CENTENNIAL,Elementary,521,89873,86027.00,3753.00,93.00,0.96,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,4100,HORIZON MIDDLE SCHOOL,AURORA,Middle/Jr. High,968,169669,159654.10,7320.10,2694.70,0.94,0.02
3,ARAPAHOE,CHERRY CREEK 5,130,4276,INDEPENDENCE ELEMENTARY SCHOOL,AURORA,Elementary,486,84793,80566.80,2977.00,1249.30,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,4280,INDIAN RIDGE ELEMENTARY SCHOOL,AURORA,Elementary,607,99486,95444.80,3820.00,221.20,0.96,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,4975,LAREDO MIDDLE SCHOOL,AURORA,Middle/Jr. High,1182,244783,232675.70,9391.50,2716.00,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,5744,MEADOW POINT ELEMENTARY SCHOOL,AURORA,Elementary,485,74625,70649.00,3554.00,422.00,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,5934,MISSION VIEJO ELEMENTARY SCHOOL,AURORA,Elementary,691,109065,104071.90,3347.00,1646.10,0.95,0.02
3,ARAPAHOE,CHERRY CREEK 5,130,6625,OVERLAND HIGH SCHOOL,AURORA,Senior,2193,369968,317859.80,21075.50,31032.20,0.86,0.08
3,ARAPAHOE,CHERRY CREEK 5,130,6820,PEAKVIEW ELEMENTARY SCHOOL,CENTENNIAL,Elementary,647,99744,95390.00,4077.00,277.00,0.96,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,6955,PINE RIDGE ELEMENTARY SCHOOL,AURORA,Elementary,550,111022,106361.00,4388.00,273.00,0.96,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,7102,POLTON COMMUNITY ELEMENTARY SCHOOL,AURORA,Elementary,485,74760,71069.90,2814.00,876.10,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,7116,PONDEROSA ELEMENTARY SCHOOL,AURORA,Elementary,755,121691,115173.40,5511.80,1005.80,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,7158,PRAIRIE MIDDLE SCHOOL,AURORA,Middle/Jr. High,1572,270630,253060.70,9254.60,8314.80,0.94,0.03
3,ARAPAHOE,CHERRY CREEK 5,130,7277,RED HAWK RIDGE ELEMENTARY SCHOOL,CENTENNIAL,Elementary,771,116179,110923.00,4396.00,860.00,0.95,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,7476,ROLLING HILLS ELEMENTARY SCHOOL,AURORA,Elementary,680,120599,116595.80,3947.30,56.00,0.97,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,7559,SAGEBRUSH ELEMENTARY SCHOOL,AURORA,Elementary,567,96619,91263.00,4623.00,733.00,0.94,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,8020,SMOKY HILL HIGH SCHOOL,AURORA,Senior,2324,399746,357655.80,23546.70,18543.30,0.89,0.05
3,ARAPAHOE,CHERRY CREEK 5,130,8380,SUMMIT ELEMENTARY SCHOOL,AURORA,Elementary,522,80780,76034.20,4082.00,663.80,0.94,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,8394,SUNRISE ELEMENTARY SCHOOL,AURORA,Elementary,702,109175,102922.00,5803.00,450.00,0.94,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,8848,THUNDER RIDGE MIDDLE SCHOOL,AURORA,Middle/Jr. High,1191,208291,197615.30,9699.30,976.50,0.95,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,8850,TIMBERLINE ELEMENTARY SCHOOL,CENTENNIAL,Elementary,684,136112,131713.00,3967.00,432.00,0.97,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,8887,TRAILS WEST ELEMENTARY SCHOOL,CENTENNIAL,Elementary,623,94099,89332.00,4514.00,253.00,0.95,0.00
3,ARAPAHOE,CHERRY CREEK 5,130,9108,VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,AURORA,Elementary,830,133830,126467.00,3507.00,3856.00,0.95,0.03
3,ARAPAHOE,CHERRY CREEK 5,130,9200,WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,CENTENNIAL,Elementary,429,63737,61021.00,2299.00,417.00,0.96,0.01
3,ARAPAHOE,CHERRY CREEK 5,130,9624,WILLOW CREEK ELEMENTARY SCHOOL,CENTENNIAL,Elementary,548,95276,90548.90,4706.00,21.10,0.95,0.00
3,ARAPAHOE,LITTLETON 6,140,298,ARAPAHOE HIGH SCHOOL,CENTENNIAL,Senior,2190,353103,338026.90,12566.10,2510.00,0.96,0.01
3,ARAPAHOE,LITTLETON 6,140,752,FRANKLIN ELEMENTARY SCHOOL,CENTENNIAL,Elementary,531,89837,86249.00,2780.10,807.90,0.96,0.01
3,ARAPAHOE,LITTLETON 6,140,1382,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,LITTLETON,Elementary,533,88430,82180.50,4377.00,1872.50,0.93,0.02
3,ARAPAHOE,LITTLETON 6,140,2382,EAST ELEMENTARY SCHOOL,LITTLETON,Elementary,224,49014,46616.00,2139.10,258.90,0.95,0.01
3,ARAPAHOE,LITTLETON 6,140,2804,EUCLID MIDDLE SCHOOL,LITTLETON,Middle/Jr. High,740,120601,114416.30,5966.10,218.60,0.95,0.00
3,ARAPAHOE,LITTLETON 6,140,2926,FIELD ELEMENTARY SCHOOL,LITTLETON,Elementary,462,77269,72371.00,3733.90,1164.10,0.94,0.02
3,ARAPAHOE,LITTLETON 6,140,3472,GODDARD MIDDLE SCHOOL,LITTLETON,Middle/Jr. High,796,131214,123818.00,6179.00,1217.00,0.94,0.01
3,ARAPAHOE,LITTLETON 6,140,3930,HERITAGE HIGH SCHOOL,LITTLETON,Senior,1752,277357,263376.50,9833.20,4147.30,0.95,0.02
3,ARAPAHOE,LITTLETON 6,140,3950,HIGHLAND ELEMENTARY SCHOOL,CENTENNIAL,Elementary,410,61508,58506.40,2883.40,118.20,0.95,0.00
3,ARAPAHOE,LITTLETON 6,140,4316,NEWTON MIDDLE SCHOOL,CENTENNIAL,Middle/Jr. High,669,114501,109128.20,5223.90,148.90,0.95,0.00
3,ARAPAHOE,LITTLETON 6,140,4447,JOHN WESLEY POWELL MIDDLE SCHOOL,LITTLETON,Middle/Jr. High,860,142875,136283.00,6108.60,483.40,0.95,0.00
3,ARAPAHOE,LITTLETON 6,140,5224,LITTLETON HIGH SCHOOL,LITTLETON,Senior,1490,231700,217166.40,9742.20,4791.40,0.94,0.02
3,ARAPAHOE,LITTLETON 6,140,5229,LITTLETON ACADEMY,LITTLETON,Elementary,465,78165,75657.20,2187.90,319.90,0.97,0.00
3,ARAPAHOE,LITTLETON 6,140,5233,LITTLETON PREP CHARTER SCHOOL,LITTLETON,Elementary,520,85812,80820.60,3760.60,1230.80,0.94,0.01
3,ARAPAHOE,LITTLETON 6,140,5236,LOIS LENSKI ELEMENTARY SCHOOL,CENTENNIAL,Elementary,621,103347,99532.40,3814.60,0.00,0.96,0.00
3,ARAPAHOE,LITTLETON 6,140,5572,HOPKINS ELEMENTARY SCHOOL,CENTENNIAL,Elementary,372,51569,49138.90,1754.10,676.00,0.95,0.01
3,ARAPAHOE,LITTLETON 6,140,5574,TWAIN ELEMENTARY SCHOOL,CENTENNIAL,Elementary,343,59448,57057.00,2030.50,360.50,0.96,0.01
3,ARAPAHOE,LITTLETON 6,140,6292,VILLAGE AT NORTH,LITTLETON,Elementary,325,55281,52537.00,2744.00,0.00,0.95,0.00
3,ARAPAHOE,LITTLETON 6,140,6814,PEABODY ELEMENTARY SCHOOL,CENTENNIAL,Elementary,416,68223,65810.50,1964.40,448.10,0.96,0.01
3,ARAPAHOE,LITTLETON 6,140,7518,RUNYON ELEMENTARY SCHOOL,LITTLETON,Elementary,443,74733,71468.10,3143.10,121.80,0.96,0.00
3,ARAPAHOE,LITTLETON 6,140,7606,SANDBURG ELEMENTARY SCHOOL,CENTENNIAL,Elementary,517,76474,73224.50,2424.70,824.80,0.96,0.01
3,ARAPAHOE,LITTLETON 6,140,8064,MOODY ELEMENTARY SCHOOL,LITTLETON,Elementary,428,63305,59580.60,3524.70,199.70,0.94,0.00
3,ARAPAHOE,LITTLETON 6,140,9600,WILDER ELEMENTARY SCHOOL,LITTLETON,Elementary,626,104068,99718.40,4286.00,63.60,0.96,0.00
3,ARAPAHOE,DEER TRAIL 26J,170,2136,DEER TRAIL ELEMENTARY SCHOOL,DEER TRAIL,Elementary,78,12648,11702.00,946.00,0.00,0.93,0.00
3,ARAPAHOE,DEER TRAIL 26J,170,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,DEER TRAIL,Senior,89,13744,12748.50,995.50,0.00,0.93,0.00
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,213,AXL ACADEMY,AURORA,Elementary,352,62380,59555.20,2136.60,688.20,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,214,ALTURA ELEMENTARY SCHOOL,AURORA,Elementary,493,82738,78646.40,2803.40,1288.20,0.95,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,219,APS ONLINE SCHOOL,AURORA,Senior,99,0,0.00,0.00,0.00,#DIV/0!,#DIV/0!
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,310,ARKANSAS ELEMENTARY SCHOOL,AURORA,Elementary,608,101076,95563.90,4956.10,556.00,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,458,AURORA ACADEMY CHARTER SCHOOL,AURORA,Elementary,503,89176,84871.00,4041.80,263.20,0.95,0.00
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,464,AURORA HILLS MIDDLE SCHOOL,AURORA,Middle/Jr. High,931,159322,145440.10,8947.40,4934.50,0.91,0.03
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,465,AURORA FRONTIER K-8,AURORA,Elementary,628,107713,103482.30,3800.80,429.90,0.96,0.00
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,914,BOSTON K-8 SCHOOL,AURORA,Elementary,447,77135,73199.30,2861.50,1074.20,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,1458,AURORA CENTRAL HIGH SCHOOL,AURORA,Senior,2291,353289,293609.40,10838.20,48841.40,0.83,0.14
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,1470,CENTURY ELEMENTARY SCHOOL,AURORA,Elementary,404,66908,62529.90,3552.10,826.00,0.93,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,1720,CLYDE MILLER K-8,AURORA,Elementary,404,68076,64444.10,2346.70,1285.20,0.95,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,1800,COLUMBIA MIDDLE SCHOOL,AURORA,Middle/Jr. High,785,134454,125684.10,7125.50,1644.40,0.93,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,1948,CRAWFORD ELEMENTARY SCHOOL,AURORA,Elementary,669,116281,110447.20,3487.90,2345.90,0.95,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,2095,DALTON ELEMENTARY SCHOOL,AURORA,Elementary,558,96309,91981.70,3885.10,442.20,0.96,0.00
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,2114,DARTMOUTH ELEMENTARY SCHOOL,AURORA,Elementary,448,74601,70200.30,3997.00,403.70,0.94,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,2384,EAST MIDDLE SCHOOL,AURORA,Middle/Jr. High,926,161389,149824.90,8114.40,3449.70,0.93,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,2618,ELKHART ELEMENTARY SCHOOL,AURORA,Elementary,704,123402,116969.30,5281.20,1151.50,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,2951,AURORA PUBLIC SCHOOLS CHILD DEVELOPMENT CENTER,AURORA,Elementary,287,36713,32056.00,4651.00,6.00,0.87,0.00
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,2995,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,AURORA,Middle/Jr. High,267,42909,40908.30,1316.00,684.70,0.95,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,2998,FLETCHER PRIMARY SCHOOL,AURORA,Elementary,382,63863,59518.70,2757.70,1586.60,0.93,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,3272,FULTON ELEMENTARY SCHOOL,AURORA,Elementary,541,88877,83652.20,4511.60,713.20,0.94,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,3354,GATEWAY HIGH SCHOOL,AURORA,Senior,1726,267552,230963.50,11442.80,25145.70,0.86,0.09
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,3471,GLOBAL VILLAGE ACADEMY,AURORA,Elementary,633,109764,102771.00,4184.90,2808.10,0.94,0.03
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,4024,HINKLEY HIGH SCHOOL,AURORA,Senior,2080,332564,285952.30,14190.60,32421.10,0.86,0.10
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,4270,IOWA ELEMENTARY SCHOOL,AURORA,Elementary,527,87398,82063.80,4805.00,529.20,0.94,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,4385,JAMAICA CHILD DEVELOPMENT CENTER,AURORA,Elementary,221,45487,41911.70,3568.30,7.00,0.92,0.00
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,4426,JEWELL ELEMENTARY SCHOOL,AURORA,Elementary,559,95910,90611.30,4722.90,575.80,0.94,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,4646,KENTON ELEMENTARY SCHOOL,AURORA,Elementary,553,94364,90133.80,3176.40,1053.80,0.96,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,4970,LANSING ELEMENTARY SCHOOL,AURORA,Elementary,405,71531,68079.40,2570.70,880.90,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,4973,LAREDO ELEMENTARY SCHOOL,AURORA,Elementary,521,92942,87558.00,4219.80,1164.20,0.94,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,5298,LOTUS SCHOOL FOR EXCELLENCE,AURORA,Senior,607,104409,98105.80,3599.50,2703.70,0.94,0.03
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,5361,LYN KNOLL ELEMENTARY SCHOOL,AURORA,Elementary,289,48870,46510.70,2083.80,275.50,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,6068,MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,AURORA,Elementary,450,77206,73773.00,2446.30,986.70,0.96,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,6160,MRACHEK MIDDLE SCHOOL,AURORA,Middle/Jr. High,977,167362,154033.00,9207.40,4121.60,0.92,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,6189,MURPHY CREEK K-8 SCHOOL,AURORA,Elementary,600,103008,98079.60,4173.80,754.60,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,6219,NEW AMERICA SCHOOL,DENVER,Senior,503,76551,59981.90,939.40,15629.70,0.78,0.20
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,6310,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,AURORA,Middle/Jr. High,675,119250,111809.30,5419.30,2021.40,0.94,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,6546,OPTIONS SCHOOL,AURORA,Senior,1895,384961,379951.80,5004.80,4.40,0.99,0.00
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,6728,PARIS ELEMENTARY SCHOOL,AURORA,Elementary,422,73744,70294.90,2445.00,1004.10,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,6758,PARK LANE ELEMENTARY SCHOOL,AURORA,Elementary,369,63483,59942.10,2467.30,1073.60,0.94,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,6869,PEORIA ELEMENTARY SCHOOL,AURORA,Elementary,525,87785,83015.20,4093.00,676.80,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,7232,AURORA QUEST K-8,AURORA,Elementary,611,104800,101266.10,3496.10,37.80,0.97,0.00
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,7250,RANGEVIEW HIGH SCHOOL,AURORA,Senior,2302,368093,334105.70,16222.20,17765.10,0.91,0.05
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,7558,SABLE ELEMENTARY SCHOOL,AURORA,Elementary,472,81375,76741.80,3276.40,1356.80,0.94,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,7865,SIDE CREEK ELEMENTARY SCHOOL,AURORA,Elementary,663,105185,100396.10,4077.50,711.40,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,7932,SIXTH AVENUE ELEMENTARY SCHOOL,AURORA,Elementary,672,113084,107276.30,4345.20,1462.50,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,8078,SOUTH MIDDLE SCHOOL,AURORA,Middle/Jr. High,652,113348,103941.60,5823.10,3583.30,0.92,0.03
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,8356,WILLIAM SMITH HIGH SCHOOL,AURORA,Senior,269,46002,42528.00,1710.70,1763.30,0.92,0.04
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,8858,TOLLGATE ELEMENTARY SCHOOL,AURORA,Elementary,703,121690,115403.00,5459.50,827.50,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,9056,VANGUARD CLASSICAL SCHOOL,DENVER,Elementary,508,90087,85489.70,3046.80,1550.50,0.95,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,9059,VASSAR ELEMENTARY SCHOOL,AURORA,Elementary,550,97369,92233.20,4488.10,647.70,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,9060,VAUGHN ELEMENTARY SCHOOL,AURORA,Elementary,558,94267,89713.30,3538.00,1015.70,0.95,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,9083,VISTA PEAK P-8 EXPLORATORY,AURORA,Elementary,887,153350,143924.70,7433.30,1992.00,0.94,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,9140,VIRGINIA COURT ELEMENTARY SCHOOL,AURORA,Elementary,504,84358,80105.30,2813.30,1439.40,0.95,0.02
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,AURORA,Middle/Jr. High,818,143025,131826.70,6104.40,5093.90,0.92,0.04
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,9514,WHEELING ELEMENTARY SCHOOL,AURORA,Elementary,613,105469,99407.20,4789.70,1272.10,0.94,0.01
3,ARAPAHOE,ADAMS-ARAPAHOE 28J,180,9756,YALE ELEMENTARY SCHOOL,AURORA,Elementary,533,92725,88229.80,4226.40,268.80,0.95,0.00
3,ARAPAHOE,BYERS 32J,190,1168,BYERS ELEMENTARY SCHOOL,BYERS,Elementary,264,43896,41520.00,2123.00,253.00,0.95,0.01
3,ARAPAHOE,BYERS 32J,190,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,BYERS,Senior,209,35165,33069.00,1880.00,216.00,0.94,0.01
4,ARCHULETA,ARCHULETA COUNTY 50 JT,220,64,ARCHULETA COUNTY HIGH SCHOOL,PAGOSA SPRINGS,Senior,23,1947,1519.50,0.00,427.50,0.78,0.22
4,ARCHULETA,ARCHULETA COUNTY 50 JT,220,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,PAGOSA SPRINGS,Elementary,540,41519,39220.50,1930.50,368.00,0.94,0.01
4,ARCHULETA,ARCHULETA COUNTY 50 JT,220,6657,PAGOSA SPRINGS MIDDLE SCHOOL,PAGOSA SPRINGS,Middle/Jr. High,455,56169,52798.00,2578.00,793.00,0.94,0.01
4,ARCHULETA,ARCHULETA COUNTY 50 JT,220,6658,PAGOSA SPRINGS HIGH SCHOOL,PAGOSA SPRINGS,Senior,474,56734,52805.50,3024.50,904.00,0.93,0.02
5,BACA,WALSH RE-1,230,9222,WALSH ELEMENTARY SCHOOL,WALSH,Elementary,96,14658,11325.00,3333.00,0.00,0.77,0.00
