"County_Code","County_Name","District_Name","District_Code","School_Code","School_Name","City","School_Level","Student_Fall_Enrollment","Total_Days_Possible","Total_Days_Attended","Total_Student_Days_Excused_Absence","Total_Student_Days_Unexcused_Absent","Attendance_Rate","Truancy_Rate"
1,"ADAMS","MAPLETON 1",1,193,"MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS","THORNTON","Senior",582,1619,1522,1064,811,31,5
1,"ADAMS","MAPLETON 1",1,258,"MAPLETON EARLY COLLEGE HIGH SCHOOL","DENVER","Senior",167,644,567,1597,574,28,9
1,"ADAMS","MAPLETON 1",1,382,"GLOBAL LEADERSHIP ACADEMY","DENVER","Senior",481,1369,1253,1195,689,29,5
1,"ADAMS","MAPLETON 1",1,475,"SKYVIEW ACADEMY HIGH SCHOOL","THORNTON","Senior",338,999,877,659,919,26,9
1,"ADAMS","MAPLETON 1",1,818,"MONTEREY COMMUNITY SCHOOL","DENVER","Elementary",417,1220,1145,782,290,32,3
1,"ADAMS","MAPLETON 1",1,822,"MEADOW COMMUNITY SCHOOL","THORNTON","Elementary",454,1284,1216,908,278,32,3
1,"ADAMS","MAPLETON 1",1,824,"YORK INTERNATIONAL","THORNTON","Senior",749,218,152,1350,374,33,2
1,"ADAMS","MAPLETON 1",1,827," WELBY MONTESSORI SCHOOL","DENVER","Elementary",324,948,885,670,995,33,2
1,"ADAMS","MAPLETON 1",1,831,"ACHIEVE ACADEMY","THORNTON","Elementary",489,1398,1343,527,380,34,3
1,"ADAMS","MAPLETON 1",1,834,"EXPLORE ELEMENTARY","THORNTON","Elementary",391,1106,1052,554,1272,34,2
1,"ADAMS","MAPLETON 1",1,836,"ADVENTURE ELEMENTARY","DENVER","Elementary",395,1156,1084,490,249,33,3
1,"ADAMS","MAPLETON 1",1,838,"CLAYTON PARTNERSHIP SCHOOL","THORNTON","Elementary",468,1342,1250,1198,282,31,3
1,"ADAMS","MAPLETON 1",1,177,"COLORADO CONNECTIONS ACADEMY","ENGLEWOOD","Senior",97,493,450,1,1278,35,5
1,"ADAMS","MAPLETON 1",1,764,"THE NEW AMERICA SCHOOL","DENVER","Senior",472,928,641,1226,226,6,27
1,"ADAMS","MAPLETON 1",1,930,"MAPLETON EARLY LEARNING CENTER","DENVER","Elementary",362,984,931,309,1373,34,3
1,"ADAMS","MAPLETON 1",1,1095,"NORTH VALLEY SCHOOL FOR YOUNG ADULTS","THORNTON","Senior",801,290,170,983,347,25,13
1,"ADAMS","MAPLETON 1",1,1634,"VALLEY VIEW K-8","DENVER","Elementary",509,1465,1396,913,50,33,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,93,"GLACIER PEAK ELEMENTARY SCHOOL","BRIGHTON","Elementary",563,1638,1581,1149,1097,34,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,113,"ACADEMY OF CHARTER SCHOOLS","WESTMINSTER","Senior",80,506,464,1576,237,34,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,960,"ROCKY TOP MIDDLE SCHOOL","THORNTON","Middle/Jr. High",36,525,480,1618,624,35,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1003,"MERIDIAN ELEMENTARY SCHOOL","BROOMFIELD","Elementary",684,77,22,1213,387,35,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1235,"ADAMS12 FIVE STAR PRESCHOOL","THORNTON","Elementary",757,287,259,1,1,39,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,256,"VANTAGE POINT","NORTHGLENN","Senior",523,743,646,625,365,27,6
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,457,"ARAPAHOE RIDGE ELEMENTARY SCHOOL","WESTMINSTER","Elementary",668,75,18,1205,1030,34,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,6,"BRIGHT HORIZONS PRE-KINDERGARTEN SCHOOL","BRIGHTON","Elementary",205,746,721,1,1,39,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,88,"CENTENNIAL ELEMENTARY SCHOOL","BROOMFIELD","Elementary",513,1353,1292,928,1397,33,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,110,"CENTURY MIDDLE SCHOOL","THORNTON","Middle/Jr. High",42,458,406,1632,107,34,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,121,"STARGATE CHARTER SCHOOL","THORNTON","Elementary",677,82,29,1185,1166,35,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,170,"COLORADO VIRTUAL ACADEMY (COVA)","NORTHGLENN","Senior",540,1632,1633,1,1,39,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,200,"CORONADO HILLS ELEMENTARY SCHOOL","THORNTON","Elementary",577,1568,1511,862,281,34,3
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,212,"COTTON CREEK ELEMENTARY SCHOOL","WESTMINSTER","Elementary",692,89,32,1254,448,34,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,220,"COYOTE RIDGE ELEMENTARY SCHOOL","BROOMFIELD","Elementary",605,1646,1603,787,1368,35,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,325,"EAGLEVIEW ELEMENTARY SCHOOL","THORNTON","Elementary",587,1585,1529,1141,369,34,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,338,"TARVER ELEMENTARY SCHOOL","THORNTON","Elementary",525,1640,1593,920,750,35,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,369,"CHERRY DRIVE ELEMENTARY SCHOOL","THORNTON","Elementary",546,1523,1480,768,962,35,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,370,"SKYVIEW ELEMENTARY SCHOOL","THORNTON","Elementary",562,1596,1536,1201,822,34,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,371,"HUNTERS GLEN ELEMENTARY SCHOOL","THORNTON","Elementary",705,48,1734,1319,1004,34,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,372,"ROCKY MOUNTAIN ELEMENTARY SCHOOL","WESTMINSTER","Elementary",529,1446,1383,943,42,33,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,373,"RIVERDALE ELEMENTARY SCHOOL","THORNTON","Elementary",471,1340,1280,1034,677,33,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,430,"FEDERAL HEIGHTS ELEMENTARY SCHOOL","DENVER","Elementary",669,231,181,675,838,34,4
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,637,"HILLCREST ELEMENTARY SCHOOL","NORTHGLENN","Elementary",526,1395,1330,937,48,33,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,657,"HORIZON HIGH SCHOOL","BRIGHTON","Senior",182,672,604,183,1413,31,4
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,667,"HULSTROM OPTIONS K-8 SCHOOL","NORTHGLENN","Elementary",744,275,235,905,726,36,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,671,"SILVER HILLS MIDDLE SCHOOL","NORTHGLENN","Middle/Jr. High",32,444,390,1633,495,33,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,828,"LEGACY HIGH SCHOOL","BROOMFIELD","Senior",211,739,696,71,1154,34,3
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,833,"LEROY DRIVE ELEMENTARY SCHOOL","NORTHGLENN","Elementary",506,1431,1364,948,89,33,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,912,"MALLEY DRIVE ELEMENTARY SCHOOL","NORTHGLENN","Elementary",460,1236,1167,653,104,33,3
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,964,"MC ELWAIN ELEMENTARY SCHOOL","THORNTON","Elementary",507,1527,1453,947,456,33,3
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,982,"THORNTON MIDDLE SCHOOL","THORNTON","Middle/Jr. High",703,188,105,1460,684,31,3
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,983,"THORNTON HIGH SCHOOL","THORNTON","Senior",172,659,561,246,692,24,10
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1039,"MOUNTAIN RANGE HIGH SCHOOL","WESTMINSTER","Senior",201,799,736,216,172,32,4
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1059,"MOUNTAIN VIEW ELEMENTARY SCHOOL","BROOMFIELD","Elementary",704,146,98,1111,1019,35,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1099,"SHADOW RIDGE MIDDLE SCHOOL","THORNTON","Middle/Jr. High",19,431,375,1604,550,33,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1103,"NORTH MOR ELEMENTARY SCHOOL","NORTHGLENN","Elementary",482,1311,1242,1045,51,32,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1111,"NORTH STAR ELEMENTARY SCHOOL","DENVER","Elementary",504,1518,1456,575,558,33,4
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1116,"NORTHGLENN MIDDLE SCHOOL","NORTHGLENN","Middle/Jr. High",754,250,183,1467,758,31,3
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1119,"NORTHGLENN HIGH SCHOOL","NORTHGLENN","Senior",166,654,581,157,352,29,7
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1206,"NIVER CREEK MIDDLE SCHOOL","DENVER","Middle/Jr. High",750,244,154,1426,1005,30,5
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1273,"PRAIRIE HILLS ELEMENTARY SCHOOL","THORNTON","Elementary",574,1629,1576,1055,1009,34,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1414,"SILVER CREEK ELEMENTARY","THORNTON","Elementary",753,212,174,1216,1186,35,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1502,"THE STUDIO SCHOOL","NORTHGLENN","Elementary",268,868,821,285,14,35,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1506,"STELLAR ELEMENTARY SCHOOL","THORNTON","Elementary",665,1710,1662,1152,1081,34,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1516,"STEM SCHOOL","NORTHGLENN","Elementary",199,557,510,1621,233,35,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1534,"STUKEY ELEMENTARY SCHOOL","NORTHGLENN","Elementary",502,1363,1299,991,69,33,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1596,"THORNTON ELEMENTARY SCHOOL","THORNTON","Elementary",480,1392,1329,833,150,33,3
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1713,"WESTGATE CHARTER","NORTHGLENN","Elementary",226,765,745,856,139,38,1
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1717,"WESTLAKE MIDDLE SCHOOL","BROOMFIELD","Middle/Jr. High",839,381,327,1546,335,33,2
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1724,"WESTVIEW ELEMENTARY SCHOOL","NORTHGLENN","Elementary",541,1645,1596,492,363,35,3
1,"ADAMS","ADAMS 12 FIVE STAR SCHOOLS",67,1762,"WOODGLEN ELEMENTARY SCHOOL","THORNTON","Elementary",423,1151,1079,828,1060,33,2
1,"ADAMS","ADAMS COUNTY 14",122,230,"ADAMS CITY MIDDLE SCHOOL","COMMERCE CITY","Middle/Jr. High",738,240,160,1412,905,31,4
1,"ADAMS","ADAMS COUNTY 14",122,286,"LESTER R ARNOLD HIGH SCHOOL","COMMERCE CITY","Senior",142,616,448,181,1103,14,21
1,"ADAMS","ADAMS COUNTY 14",122,336,"ADAMS CITY HIGH SCHOOL","COMMERCE CITY","Senior",159,649,560,184,613,25,9
1,"ADAMS","ADAMS COUNTY 14",122,48,"STARS EARLY LEARNING CENTER","COMMERCE CITY","Elementary",773,260,189,476,1313,31,7
1,"ADAMS","ADAMS COUNTY 14",122,188,"ALSUP ELEMENTARY SCHOOL","COMMERCE CITY","Elementary",673,120,41,1367,464,32,3
1,"ADAMS","ADAMS COUNTY 14",122,100,"CENTRAL ELEMENTARY SCHOOL","COMMERCE CITY","Elementary",667,86,1741,1234,754,32,4
1,"ADAMS","ADAMS COUNTY 14",122,202,"COMMUNITY LEADERSHIP ACADEMY","COMMERCE CITY","Elementary",537,1552,1516,473,186,35,2
1,"ADAMS","ADAMS COUNTY 14",122,311,"DUPONT ELEMENTARY SCHOOL","COMMERCE CITY","Elementary",621,31,1718,761,614,34,3
1,"ADAMS","ADAMS COUNTY 14",122,743,"KEARNEY MIDDLE SCHOOL","COMMERCE CITY","Middle/Jr. High",577,1687,1609,1281,432,32,3
1,"ADAMS","ADAMS COUNTY 14",122,747,"KEMP ELEMENTARY SCHOOL","COMMERCE CITY","Elementary",518,1516,1455,666,496,33,3
1,"ADAMS","ADAMS COUNTY 14",122,999,"MILDRED L SANVILLE PRESCHOOL","COMMERCE CITY","Elementary",801,147,71,295,1057,33,6
1,"ADAMS","ADAMS COUNTY 14",122,1016,"MONACO ELEMENTARY SCHOOL","COMMERCE CITY","Elementary",515,1553,1507,321,475,35,3
1,"ADAMS","ADAMS COUNTY 14",122,1147,"HANSON ELEMENTARY SCHOOL","COMMERCE CITY","Elementary",537,1563,1505,850,241,34,3
1,"ADAMS","ADAMS COUNTY 14",122,1351,"ROSE HILL ELEMENTARY SCHOOL","COMMERCE CITY","Elementary",488,1448,1374,938,331,33,3
1,"ADAMS","BRIGHTON 27J",148,1236,"BELLE CREEK CHARTER SCHOOL","HENDERSON","Elementary",697,168,114,1303,1318,34,2
1,"ADAMS","BRIGHTON 27J",148,7,"BRIGHTON HERITAGE ACADEMY","BRIGHTON","Senior",58,693,591,222,875,23,13
1,"ADAMS","BRIGHTON 27J",148,8,"BRIGHTON HIGH SCHOOL","BRIGHTON","Senior",152,665,601,1638,194,32,5
1,"ADAMS","BRIGHTON 27J",148,11,"BROMLEY EAST CHARTER SCHOOL","BRIGHTON","Elementary",812,339,293,1270,81,35,2
1,"ADAMS","BRIGHTON 27J",148,335,"EAGLE RIDGE ACADEMY","BRIGHTON","Senior",243,763,697,399,45,31,4
1,"ADAMS","BRIGHTON 27J",148,435,"FOUNDATIONS ACADEMY","BRIGHTON","Elementary",464,1377,1338,622,1128,35,2
1,"ADAMS","BRIGHTON 27J",148,616,"HENDERSON ELEMENTARY SCHOOL","HENDERSON","Elementary",607,1246,1182,753,1269,33,2
1,"ADAMS","BRIGHTON 27J",148,806,"LANDMARK ACADEMY AT REUNION","COMMERCE CITY","Elementary",700,148,93,969,410,34,3
1,"ADAMS","BRIGHTON 27J",148,950,"MARY E PENNOCK ELEMENTARY SCHOOL","BRIGHTON","Elementary",711,174,133,867,146,35,2
1,"ADAMS","BRIGHTON 27J",148,1089,"NORTH ELEMENTARY SCHOOL","BRIGHTON","Elementary",416,1072,1024,229,1399,35,3
1,"ADAMS","BRIGHTON 27J",148,1113,"NORTHEAST ELEMENTARY SCHOOL","BRIGHTON","Elementary",660,1701,1656,804,153,35,2
1,"ADAMS","BRIGHTON 27J",148,1165,"OVERLAND TRAIL MIDDLE SCHOOL","BRIGHTON","Middle/Jr. High",719,171,117,1305,1408,34,2
1,"ADAMS","BRIGHTON 27J",148,1180,"OTHO E STUART MIDDLE SCHOOL","COMMERCE CITY","Middle/Jr. High",585,1662,1606,1166,1191,34,2
1,"ADAMS","BRIGHTON 27J",148,1266,"PRAIRIE VIEW HIGH SCHOOL","HENDERSON","Senior",129,596,529,16,136,30,6
1,"ADAMS","BRIGHTON 27J",148,1267,"PRAIRIE VIEW MIDDLE SCHOOL","HENDERSON","Middle/Jr. High",770,258,195,1430,506,33,3
1,"ADAMS","BRIGHTON 27J",148,1399,"SECOND CREEK ELEMENTARY SCHOOL","COMMERCE CITY","Elementary",613,1742,1686,887,96,35,2
1,"ADAMS","BRIGHTON 27J",148,1401,"SD 27J PRESCHOOL AT THE BRIGHTON LRC","BRIGHTON","Elementary",49,336,257,618,232,30,10
1,"ADAMS","BRIGHTON 27J",148,1460,"JOHN W THIMMIG ELEMENTARY SCHOOL","HENDERSON","Elementary",651,54,2,1033,84,34,2
1,"ADAMS","BRIGHTON 27J",148,1468,"SOUTH ELEMENTARY SCHOOL","BRIGHTON","Elementary",609,1722,1674,1092,1149,34,2
1,"ADAMS","BRIGHTON 27J",148,1487,"SOUTHEAST ELEMENTARY SCHOOL","BRIGHTON","Elementary",655,10,1704,918,312,34,3
1,"ADAMS","BRIGHTON 27J",148,1590,"TURNBERRY ELEMENTARY","COMMERCE CITY","Elementary",723,114,48,1308,149,33,2
1,"ADAMS","BRIGHTON 27J",148,1667,"VIKAN MIDDLE SCHOOL","BRIGHTON","Middle/Jr. High",636,17,1708,1197,187,33,2
1,"ADAMS","BRIGHTON 27J",148,1708,"WEST RIDGE ELEMENTARY","THORNTON","Elementary",798,265,215,1264,1202,35,2
1,"ADAMS","BENNETT 29J",152,1384,"BENNETT PRESCHOOL","BENNETT","Elementary",662,42,51,1,1,39,1
1,"ADAMS","BENNETT 29J",152,1394,"BENNETT ELEMENTARY SCHOOL","BENNETT","Elementary",445,1291,1237,1020,610,34,1
1,"ADAMS","BENNETT 29J",152,1402,"BENNETT MIDDLE SCHOOL","BENNETT","Middle/Jr. High",243,774,723,293,1310,34,1
1,"ADAMS","BENNETT 29J",152,1405,"BENNETT HIGH SCHOOL","BENNETT","Senior",370,1067,1006,732,893,33,2
1,"ADAMS","BENNETT 29J",152,207,"CORRIDOR COMMUNITY ACADEMY","BENNETT","Elementary",39,449,402,1528,1384,35,1
1,"ADAMS","STRASBURG 31J",160,1268,"PRAIRIE CREEKS CHARTER SCHOOL","STRASBURG","Senior",205,407,317,466,1,26,1
1,"ADAMS","STRASBURG 31J",160,1522,"STRASBURG ELEMENTARY SCHOOL","STRASBURG","Elementary",489,1289,1241,925,1,34,1
1,"ADAMS","STRASBURG 31J",160,1523,"HEMPHILL MIDDLE SCHOOL","STRASBURG","Middle/Jr. High",277,849,793,587,1,33,1
1,"ADAMS","STRASBURG 31J",160,1524,"STRASBURG HIGH SCHOOL","STRASBURG","Senior",345,988,918,915,1,33,1
1,"ADAMS","WESTMINSTER 50",162,155,"CLARA E. METZ ELEMENTARY SCHOOL","DENVER","Elementary",445,1329,1328,1526,823,37,1
1,"ADAMS","WESTMINSTER 50",162,240,"CROWN POINTE CHARTER ACADEMY","WESTMINSTER","Elementary",403,1145,1093,582,714,34,1
1,"ADAMS","WESTMINSTER 50",162,420,"FAIRVIEW ELEMENTARY SCHOOL","DENVER","Elementary",393,1113,1109,811,141,38,1
1,"ADAMS","WESTMINSTER 50",162,487,"FRANCIS M. DAY ELEMENTARY SCHOOL","DENVER","Elementary",394,1120,1110,906,816,38,2
1,"ADAMS","WESTMINSTER 50",162,580,"GREGORY HILL PRESCHOOL","WESTMINSTER","Elementary",365,881,786,395,773,27,8
1,"ADAMS","WESTMINSTER 50",162,603,"HARRIS PARK ELEMENTARY SCHOOL","WESTMINSTER","Elementary",429,1238,1221,12,866,37,2
1,"ADAMS","WESTMINSTER 50",162,622,"HIDDEN LAKE HIGH SCHOOL","WESTMINSTER","Senior",311,908,825,1669,903,29,9
1,"ADAMS","WESTMINSTER 50",162,729,"JOSEPHINE HODGKINS ELEMENTARY SCHOOL","DENVER","Elementary",754,176,143,352,122,36,2
1,"ADAMS","WESTMINSTER 50",162,903,"M. SCOTT CARPENTER MIDDLE SCHOOL","DENVER","Middle/Jr. High",590,1643,1533,1104,945,30,6
1,"ADAMS","WESTMINSTER 50",162,986,"MESA ELEMENTARY SCHOOL","WESTMINSTER","Elementary",466,1263,1247,1534,988,37,2
1,"ADAMS","WESTMINSTER 50",162,1316,"IVER C. RANUM MIDDLE SCHOOL","DENVER","Middle/Jr. High",787,268,182,1475,1092,30,5
1,"ADAMS","WESTMINSTER 50",162,1415,"FLYNN ELEMENTARY SCHOOL","WESTMINSTER","Elementary",392,1358,1308,791,1215,34,2
1,"ADAMS","WESTMINSTER 50",162,1416,"SHAW HEIGHTS MIDDLE SCHOOL","WESTMINSTER","Middle/Jr. High",652,18,1665,1363,939,30,5
1,"ADAMS","WESTMINSTER 50",162,1425,"SHERRELWOOD ELEMENTARY SCHOOL","DENVER","Elementary",296,884,854,1288,255,38,1
1,"ADAMS","WESTMINSTER 50",162,1448,"SKYLINE VISTA ELEMENTARY SCHOOL","DENVER","Elementary",448,1208,1205,837,1426,38,1
1,"ADAMS","WESTMINSTER 50",162,1553,"SUNSET RIDGE ELEMENTARY SCHOOL","WESTMINSTER","Elementary",378,1085,1068,1479,521,37,1
1,"ADAMS","WESTMINSTER 50",162,1586,"TENNYSON KNOLLS ELEMENTARY SCHOOL","ARVADA","Elementary",445,1244,1215,200,878,36,2
1,"ADAMS","WESTMINSTER 50",162,1719,"WESTMINSTER ELEMENTARY SCHOOL","WESTMINSTER","Elementary",242,779,749,1300,1071,36,2
1,"ADAMS","WESTMINSTER 50",162,1720,"WESTMINSTER HIGH SCHOOL","WESTMINSTER","Senior",257,770,649,379,898,23,11
12,"ALAMOSA","ALAMOSA RE-11J",2,28,"ORTEGA MIDDLE SCHOOL","ALAMOSA","Middle/Jr. High",488,1352,1297,855,1382,33,2
12,"ALAMOSA","ALAMOSA RE-11J",2,37,"ALAMOSA HIGH SCHOOL","ALAMOSA","Senior",613,1657,1597,1106,196,33,2
12,"ALAMOSA","ALAMOSA RE-11J",2,39,"ALAMOSA OPEN SCHOOL","ALAMOSA","Senior",473,1346,1188,1236,1041,26,8
12,"ALAMOSA","ALAMOSA RE-11J",2,1716,"BOYD ELEMENTARY SCHOOL","ALAMOSA","Elementary",335,958,899,371,1237,34,2
12,"ALAMOSA","ALAMOSA RE-11J",2,337,"POLSTON ELEMENTARY SCHOOL","ALAMOSA","Elementary",381,1091,1031,254,417,33,4
12,"ALAMOSA","ALAMOSA RE-11J",2,411,"EVANS ELEMENTARY SCHOOL","ALAMOSA","Elementary",378,1073,1016,432,1316,34,2
12,"ALAMOSA","SANGRE DE CRISTO RE-22J",12,1383,"SANGRE DE CRISTO ELEMENTARY SCHOOL","HOOPER","Elementary",165,564,495,400,1,30,1
12,"ALAMOSA","SANGRE DE CRISTO RE-22J",12,1385,"SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL","MOSCA","Senior",99,464,413,1567,793,33,3
23,"ARAPAHOE","ENGLEWOOD 1",21,245,"COLORADOS FINEST ALTERNATIVE HIGH SCHOOL","ENGLEWOOD","Senior",419,565,469,688,1257,25,4
23,"ARAPAHOE","ENGLEWOOD 1",21,120,"CHARLES HAY WORLD SCHOOL","ENGLEWOOD","Elementary",327,749,707,109,829,34,2
23,"ARAPAHOE","ENGLEWOOD 1",21,129,"CHERRELYN ELEMENTARY SCHOOL","ENGLEWOOD","Elementary",262,699,645,103,1104,33,3
23,"ARAPAHOE","ENGLEWOOD 1",21,162,"CLAYTON ELEMENTARY SCHOOL","ENGLEWOOD","Elementary",493,1038,976,1619,581,33,5
23,"ARAPAHOE","ENGLEWOOD 1",21,396,"ENGLEWOOD HIGH SCHOOL","ENGLEWOOD","Senior",653,1400,1210,1647,465,24,4
23,"ARAPAHOE","ENGLEWOOD 1",21,397,"ENGLEWOOD LEADERSHIP ACADEMY","ENGLEWOOD","Middle/Jr. High",709,195,135,1404,1101,34,1
23,"ARAPAHOE","ENGLEWOOD 1",21,398,"ENGLEWOOD MIDDLE SCHOOL","ENGLEWOOD","Middle/Jr. High",496,1477,1390,1280,224,31,3
23,"ARAPAHOE","ENGLEWOOD 1",21,895,"ENGLEWOOD EARLY CHILDHOOD EDUCATION CENTER AT MADDOX","ENGLEWOOD","Elementary",246,795,712,990,1,30,1
23,"ARAPAHOE","ENGLEWOOD 1",21,1747,"WM E BISHOP ELEMENTARY SCHOOL","ENGLEWOOD","Elementary",250,678,621,1666,1336,33,4
23,"ARAPAHOE","SHERIDAN 2",23,81,"ALICE TERRY ELEMENTARY SCHOOL","ENGLEWOOD","Elementary",367,1088,1022,548,128,33,3
23,"ARAPAHOE","SHERIDAN 2",23,468,"SHERIDAN ELEMENTARY ALICE TERRY/FORT LOGAN SCHOOL","ENGLEWOOD","Elementary",327,967,907,434,1280,33,3
23,"ARAPAHOE","SHERIDAN 2",23,1421,"SHERIDAN MIDDLE SCHOOL","ENGLEWOOD","Middle/Jr. High",359,1063,965,586,633,30,6
23,"ARAPAHOE","SHERIDAN 2",23,1422,"SHERIDAN HIGH SCHOOL","DENVER","Senior",554,1570,1437,912,1165,28,8
23,"ARAPAHOE","SHERIDAN 2",23,1423,"EARLY CHILDHOOD EDUCATION CENTER","ENGLEWOOD","Elementary",153,1,1,1,1,,
23,"ARAPAHOE","CHERRY CREEK 5",24,144,"FOX HOLLOW ELEMENTARY SCHOOL","AURORA","Elementary",816,326,275,1481,578,34,1
23,"ARAPAHOE","CHERRY CREEK 5",24,179,"LIBERTY MIDDLE SCHOOL","AURORA","Middle/Jr. High",23,434,385,1545,279,34,2
23,"ARAPAHOE","CHERRY CREEK 5",24,96,"SKY VISTA MIDDLE SCHOOL","AURORA","Middle/Jr. High",800,561,523,1496,907,36,1
23,"ARAPAHOE","CHERRY CREEK 5",24,340,"ANTELOPE RIDGE ELEMENTARY SCHOOL","AURORA","Elementary",774,257,200,1369,223,34,2
23,"ARAPAHOE","CHERRY CREEK 5",24,342,"COYOTE HILLS ELEMENTARY SCHOOL","AURORA","Elementary",771,281,228,1347,603,35,1
23,"ARAPAHOE","CHERRY CREEK 5",24,541,"ARROWHEAD ELEMENTARY SCHOOL","AURORA","Elementary",665,255,206,1191,1341,35,2
23,"ARAPAHOE","CHERRY CREEK 5",24,718,"ASPEN CROSSING ELEMENTARY SCHOOL","CENTENNIAL","Elementary",597,1628,1573,1181,607,34,1
23,"ARAPAHOE","CHERRY CREEK 5",24,1270,"BELLEVIEW ELEMENTARY SCHOOL","GREENWOOD VILLAGE","Elementary",610,1740,1700,903,603,35,1
23,"ARAPAHOE","CHERRY CREEK 5",24,34,"BUFFALO TRAIL ELEMENTARY SCHOOL","AURORA","Elementary",565,1488,1438,1023,906,34,1
23,"ARAPAHOE","CHERRY CREEK 5",24,56,"CANYON CREEK ELEMENTARY SCHOOL","AURORA","Elementary",721,151,89,1327,1343,34,2
23,"ARAPAHOE","CHERRY CREEK 5",24,118,"CHALLENGE SCHOOL","DENVER","Elementary",574,1606,1584,514,181,36,1
23,"ARAPAHOE","CHERRY CREEK 5",24,128,"CHEROKEE TRAIL HIGH SCHOOL","AURORA","Senior",263,831,753,836,1349,29,3
23,"ARAPAHOE","CHERRY CREEK 5",24,130,"CAMPUS MIDDLE SCHOOL","GREENWOOD VILLAGE","Middle/Jr. High",110,582,535,42,52,34,1
23,"ARAPAHOE","CHERRY CREEK 5",24,131,"WEST MIDDLE SCHOOL","GREENWOOD VILLAGE","Middle/Jr. High",46,469,415,1564,321,34,2
23,"ARAPAHOE","CHERRY CREEK 5",24,132,"CHERRY CREEK HIGH SCHOOL","GREENWOOD VILLAGE","Senior",374,1123,1055,156,549,33,5
23,"ARAPAHOE","CHERRY CREEK 5",24,133,"CHERRY CREEK CHARTER ACADEMY","GREENWOOD VILLAGE","Elementary",522,1581,1537,1047,955,35,1
23,"ARAPAHOE","CHERRY CREEK 5",24,134,"HIGH PLAINS ELEMENTARY SCHOOL","GREENWOOD VILLAGE","Elementary",556,1624,1579,977,655,35,1
